,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE_x,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,DELAY_OR_NOT,AIRPORT_x,CITY_x,STATE_x,LATITUDE_x,LONGITUDE_x,AIRPORT_y,CITY_y,STATE_y,LATITUDE_y,LONGITUDE_y,Percentage Delayed,Departure Delay Mean,Arrival Delay Mean,DATE
4922240,2015,3,16,1,MQ,American Eagle Airlines Inc.,3338,N691MQ,GSP,DFW,05:56:00,05:55:00,-1.0,11.0,06:06:00,179.0,155.0,131.0,862,07:17:00,13.0,07:55:00,07:30:00,-25.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Greenville-Spartanburg International Airport,Greer,SC,34.89567,-82.21886,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,32.26841944359523,28.107531975367124,32.25390810042634,2015-03-16
5284934,2015,3,12,4,EV,Atlantic Southeast Airlines,4944,N859AS,AGS,ATL,05:30:00,05:26:00,-4.0,15.0,05:41:00,57.0,53.0,33.0,143,06:14:00,5.0,06:27:00,06:19:00,-8.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Augusta Regional Airport (Bush Field),Augusta,GA,33.36996,-81.9645,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,42.52435408725116,25.2898406374502,31.844621513944222,2015-03-12
481163,2015,8,27,4,UA,United Air Lines Inc.,1212,N16709,DEN,IAH,18:45:00,18:48:00,3.0,10.0,18:58:00,144.0,125.0,109.0,862,21:47:00,6.0,22:09:00,21:53:00,-16.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Denver International Airport,Denver,CO,39.85841,-104.667,George Bush Intercontinental Airport,Houston,TX,29.98047,-95.33972,41.19048226263038,30.891128832532566,32.91439645351429,2015-08-27
3169583,2015,6,29,1,DL,Delta Air Lines Inc.,1163,N895AT,ATL,JAN,10:49:00,10:45:00,-4.0,11.0,10:56:00,77.0,68.0,53.0,341,10:49:00,4.0,11:06:00,10:53:00,-13.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,Jackson-Evers International Airport,Jackson,MS,32.31117,-90.07589,33.119976011717355,30.210617034612437,31.051239640643498,2015-06-29
5153445,2015,3,29,7,WN,Southwest Airlines Co.,1703,N7735A,MAF,DAL,14:05:00,14:00:00,-5.0,8.0,14:08:00,65.0,67.0,55.0,319,15:03:00,4.0,15:10:00,15:07:00,-3.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Midland International Airport,Midland,TX,31.94253,-102.20191,Dallas Love Field,Dallas,TX,32.84711,-96.85177,34.46260130197954,29.41094834232845,33.73130300693909,2015-03-29
4667752,2015,7,13,1,EV,Atlantic Southeast Airlines,5588,N868AS,LGA,CAE,20:00:00,20:15:00,15.0,51.0,21:06:00,143.0,145.0,91.0,617,22:37:00,3.0,22:23:00,22:40:00,17.0,0,0,,2.0,0.0,0.0,15.0,0.0,True,LaGuardia Airport (Marine Air Terminal),New York,NY,40.77724,-73.87261,Columbia Metropolitan Airport,Columbia,SC,33.93884,-81.11954,36.37969981426635,38.468567170769404,43.40197593553372,2015-07-13
661570,2015,8,23,7,AA,American Airlines Inc.,1505,N200AA,ONT,DFW,14:15:00,14:05:00,-10.0,11.0,14:16:00,185.0,183.0,155.0,1188,18:51:00,17.0,19:20:00,19:08:00,-12.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Ontario International Airport,Ontario,CA,34.056,-117.60119,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,34.36422293914785,30.656685011330527,30.988993201683392,2015-08-23
4637552,2015,3,11,3,DL,Delta Air Lines Inc.,1982,N978DL,LGA,MIA,15:29:00,16:03:00,34.0,13.0,16:16:00,205.0,173.0,154.0,1096,18:50:00,6.0,18:54:00,18:56:00,2.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,LaGuardia Airport (Marine Air Terminal),New York,NY,40.77724,-73.87261,Miami International Airport,Miami,FL,25.79325,-80.29056,36.37969981426635,38.468567170769404,43.40197593553372,2015-03-11
2829847,2015,7,26,7,EV,Atlantic Southeast Airlines,4415,N12996,IAH,MAF,21:15:00,21:14:00,-1.0,13.0,21:27:00,85.0,82.0,64.0,429,22:31:00,5.0,22:40:00,22:36:00,-4.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,George Bush Intercontinental Airport,Houston,TX,29.98047,-95.33972,Midland International Airport,Midland,TX,31.94253,-102.20191,40.8015168255787,30.773569136132657,32.97609654987965,2015-07-26
3668605,2015,1,14,3,WN,Southwest Airlines Co.,220,N709SW,BNA,MSY,08:20:00,08:15:00,-5.0,11.0,08:26:00,95.0,90.0,75.0,471,09:41:00,4.0,09:55:00,09:45:00,-10.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Nashville International Airport,Nashville,TN,36.12448,-86.67818,Louis Armstrong New Orleans International Airport,New Orleans,LA,29.99339,-90.25803,35.19966372425389,31.188619536661093,33.12610460950561,2015-01-14
1131229,2015,3,17,2,DL,Delta Air Lines Inc.,939,N137DL,MSP,LAX,09:17:00,09:16:00,-1.0,13.0,09:29:00,253.0,233.0,204.0,1535,10:53:00,16.0,11:30:00,11:09:00,-21.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Minneapolis-Saint Paul International Airport,Minneapolis,MN,44.88055,-93.21692,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,33.48377141735865,25.80892890439786,30.049758930236276,2015-03-17
3631156,2015,2,22,7,B6,JetBlue Airways,839,N644JB,JFK,BQN,23:59:00,00:43:00,44.0,20.0,01:03:00,221.0,212.0,189.0,1576,05:12:00,3.0,04:40:00,05:15:00,35.0,0,0,,0.0,0.0,21.0,14.0,0.0,True,John F. Kennedy International Airport (New York International Airport),New York,NY,40.63975,-73.77893,Rafael Hernández Airport,Aguadilla,PR,18.49486,-67.12944,35.68451460916097,35.763532082686105,41.01123192735094,2015-02-22
1202472,2015,4,2,4,OO,Skywest Airlines Inc.,4577,N438SW,MSP,GRR,07:16:00,07:12:00,-4.0,22.0,07:34:00,88.0,89.0,63.0,408,09:37:00,4.0,09:44:00,09:41:00,-3.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Minneapolis-Saint Paul International Airport,Minneapolis,MN,44.88055,-93.21692,Gerald R. Ford International Airport,Grand Rapids,MI,42.88082,-85.52277,33.48377141735865,25.80892890439786,30.049758930236276,2015-04-02
4039068,2015,4,22,3,WN,Southwest Airlines Co.,1628,N610WN,HOU,ABQ,07:30:00,07:25:00,-5.0,17.0,07:42:00,135.0,141.0,120.0,759,08:42:00,4.0,08:45:00,08:46:00,1.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,William P. Hobby Airport,Houston,TX,29.64542,-95.27889,Albuquerque International Sunport,Albuquerque,NM,35.04022,-106.60919,42.2024518658007,29.898966443564177,29.896963074261258,2015-04-22
919590,2015,3,24,2,OO,Skywest Airlines Inc.,4488,N692CA,LAS,SLC,06:30:00,06:24:00,-6.0,11.0,06:35:00,89.0,79.0,58.0,368,08:33:00,10.0,08:59:00,08:43:00,-16.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,Salt Lake City International Airport,Salt Lake City,UT,40.78839,-111.97777,39.71812796119566,30.74919182562338,31.755184604041816,2015-03-24
905881,2015,1,22,4,VX,Virgin America,475,N846VA,LAS,LAX,15:30:00,15:23:00,-7.0,22.0,15:45:00,70.0,72.0,43.0,236,16:28:00,7.0,16:40:00,16:35:00,-5.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,39.71812796119566,30.74919182562338,31.755184604041816,2015-01-22
3824768,2015,9,7,1,OO,Skywest Airlines Inc.,6241,N771SK,OKC,SFO,08:00:00,07:50:00,-10.0,15.0,08:05:00,216.0,205.0,183.0,1384,09:08:00,7.0,09:36:00,09:15:00,-21.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Will Rogers World Airport,Oklahoma City,OK,35.39309,-97.60073,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,33.696729435084244,32.987132352941174,37.03841911764706,2015-09-07
5136494,2015,4,28,2,MQ,American Eagle Airlines Inc.,3367,N508MQ,COU,ORD,05:30:00,05:23:00,-7.0,19.0,05:42:00,80.0,79.0,52.0,315,06:34:00,8.0,06:50:00,06:42:00,-8.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Columbia Regional Airport,Columbia,MO,38.81809,-92.21963,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,35.62691131498471,47.27038626609442,54.22103004291846,2015-04-28
3979084,2015,6,25,4,DL,Delta Air Lines Inc.,1732,N957AT,CLE,ATL,16:33:00,16:28:00,-5.0,8.0,16:36:00,114.0,90.0,76.0,554,17:52:00,6.0,18:27:00,17:58:00,-29.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Cleveland Hopkins International Airport,Cleveland,OH,41.41089,-81.8494,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,31.72395848391107,34.01767975940946,38.02059600838422,2015-06-25
1176013,2015,5,14,4,WN,Southwest Airlines Co.,4918,N641SW,MSP,STL,06:40:00,06:39:00,-1.0,9.0,06:48:00,80.0,79.0,67.0,448,07:55:00,3.0,08:00:00,07:58:00,-2.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Minneapolis-Saint Paul International Airport,Minneapolis,MN,44.88055,-93.21692,St. Louis International Airport at Lambert Field,St Louis,MO,38.74769,-90.35999,33.48377141735865,25.80892890439786,30.049758930236276,2015-05-14
3899321,2015,9,1,2,AA,American Airlines Inc.,691,N199UW,CLT,MCO,13:00:00,12:52:00,-8.0,19.0,13:11:00,95.0,102.0,76.0,468,14:27:00,7.0,14:35:00,14:34:00,-1.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Charlotte Douglas International Airport,Charlotte,NC,35.21401,-80.94313,Orlando International Airport,Orlando,FL,28.42889,-81.31603,41.30716478609306,23.564489273907483,29.016408870442316,2015-09-01
3580621,2015,4,4,6,DL,Delta Air Lines Inc.,420,N3742C,JFK,DEN,20:00:00,21:12:00,72.0,27.0,21:39:00,284.0,282.0,250.0,1626,23:49:00,5.0,22:44:00,23:54:00,70.0,0,0,,0.0,0.0,70.0,0.0,0.0,True,John F. Kennedy International Airport (New York International Airport),New York,NY,40.63975,-73.77893,Denver International Airport,Denver,CO,39.85841,-104.667,35.68451460916097,35.763532082686105,41.01123192735094,2015-04-04
5298968,2015,6,15,1,OO,Skywest Airlines Inc.,6253,N477CA,CPR,DEN,20:19:00,20:40:00,21.0,17.0,20:57:00,65.0,63.0,40.0,230,21:37:00,6.0,21:24:00,21:43:00,19.0,0,0,,0.0,0.0,0.0,19.0,0.0,True,Natrona County International Airport,Casper,WY,42.90836,-106.46447,Denver International Airport,Denver,CO,39.85841,-104.667,22.322435174746335,26.345959595959595,32.234848484848484,2015-06-15
5019229,2015,9,11,5,DL,Delta Air Lines Inc.,2368,N934AT,FSD,ATL,06:15:00,06:02:00,-13.0,11.0,06:13:00,145.0,144.0,125.0,954,09:18:00,8.0,09:40:00,09:26:00,-14.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Sioux Falls Regional Airport,Sioux Falls,SD,43.58135,-96.7417,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,39.598574376289626,31.070108953102796,39.3879677877783,2015-09-11
1320216,2015,4,23,4,WN,Southwest Airlines Co.,1635,N353SW,SFO,SAN,19:10:00,19:10:00,0.0,11.0,19:21:00,95.0,96.0,82.0,447,20:43:00,3.0,20:45:00,20:46:00,1.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,San Diego International Airport (Lindbergh Field),San Diego,CA,32.73356,-117.18966,37.954705151072915,32.84568142979208,33.873825121048135,2015-04-23
321650,2015,4,29,3,NK,Spirit Air Lines,116,N515NK,PHX,DEN,11:55:00,11:50:00,-5.0,12.0,12:02:00,104.0,102.0,85.0,602,14:27:00,5.0,14:39:00,14:32:00,-7.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,Denver International Airport,Denver,CO,39.85841,-104.667,39.69076729217042,24.887578940142777,26.8585255354201,2015-04-29
2408708,2015,5,8,5,US,US Airways Inc.,1918,N957UW,BOS,PHL,19:30:00,19:22:00,-8.0,16.0,19:38:00,90.0,79.0,55.0,280,20:33:00,8.0,21:00:00,20:41:00,-19.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Gen. Edward Lawrence Logan International Airport,Boston,MA,42.36435,-71.00518,Philadelphia International Airport,Philadelphia,PA,39.87195,-75.24114,35.91662262278969,30.034774751516718,35.44770879049955,2015-05-08
1265728,2015,1,19,1,WN,Southwest Airlines Co.,4569,N961WN,SFO,LAS,06:45:00,06:43:00,-2.0,9.0,06:52:00,90.0,73.0,59.0,414,07:51:00,5.0,08:15:00,07:56:00,-19.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,37.954705151072915,32.84568142979208,33.873825121048135,2015-01-19
3531307,2015,7,23,4,EV,Atlantic Southeast Airlines,6178,N14972,IAD,EWR,12:30:00,12:26:00,-4.0,33.0,12:59:00,86.0,85.0,39.0,212,13:38:00,13.0,13:56:00,13:51:00,-5.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Washington Dulles International Airport,Chantilly,VA,38.94453,-77.45581,Newark Liberty International Airport,Newark,NJ,40.6925,-74.16866,35.36802215420492,37.588972224511664,40.98648314514135,2015-07-23
2277987,2015,11,29,7,DL,Delta Air Lines Inc.,1405,N552NW,DTW,MCO,19:58:00,19:55:00,-3.0,15.0,20:10:00,163.0,159.0,134.0,957,22:24:00,10.0,22:41:00,22:34:00,-7.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,Orlando International Airport,Orlando,FL,28.42889,-81.31603,33.438709677419354,31.526032909787492,35.202447562084835,2015-11-29
4564872,2015,6,27,6,HA,Hawaiian Airlines Inc.,341,N490HA,ITO,HNL,09:25:00,09:16:00,-9.0,10.0,09:26:00,51.0,52.0,36.0,216,10:02:00,6.0,10:16:00,10:08:00,-8.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Hilo International Airport,Hilo,HI,19.72026,-155.04847,Honolulu International Airport,Honolulu,HI,21.31869,-157.92241,32.64022365892015,10.511777301927195,14.730728051391862,2015-06-27
2753095,2015,9,1,2,UA,United Air Lines Inc.,587,N817UA,IAH,SFO,14:36:00,14:35:00,-1.0,14.0,14:49:00,248.0,224.0,206.0,1635,16:15:00,4.0,16:44:00,16:19:00,-25.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,George Bush Intercontinental Airport,Houston,TX,29.98047,-95.33972,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,40.8015168255787,30.773569136132657,32.97609654987965,2015-09-01
4562686,2015,1,29,4,HA,Hawaiian Airlines Inc.,121,N489HA,ITO,HNL,08:40:00,08:37:00,-3.0,9.0,08:46:00,50.0,65.0,46.0,216,09:32:00,10.0,09:30:00,09:42:00,12.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,Hilo International Airport,Hilo,HI,19.72026,-155.04847,Honolulu International Airport,Honolulu,HI,21.31869,-157.92241,32.64022365892015,10.511777301927195,14.730728051391862,2015-01-29
634557,2015,6,2,2,WN,Southwest Airlines Co.,593,N8301J,OAK,DEN,05:45:00,05:41:00,-4.0,9.0,05:50:00,155.0,133.0,116.0,957,08:46:00,8.0,09:20:00,08:54:00,-26.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Oakland International Airport,Oakland,CA,37.72129,-122.22072,Denver International Airport,Denver,CO,39.85841,-104.667,43.503639285376686,24.403281003856808,25.718507251887665,2015-06-02
1963383,2015,5,18,1,AA,American Airlines Inc.,280,N375AA,DFW,MIA,18:20:00,20:56:00,156.0,12.0,21:08:00,173.0,154.0,139.0,1121,00:27:00,3.0,22:13:00,00:30:00,137.0,0,0,,0.0,0.0,137.0,0.0,0.0,True,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,Miami International Airport,Miami,FL,25.79325,-80.29056,38.84517284419602,32.11307412900037,34.16857953446386,2015-05-18
3704440,2015,2,20,5,EV,Atlantic Southeast Airlines,5073,N391CA,RDU,DTW,09:30:00,09:34:00,4.0,14.0,09:48:00,112.0,109.0,85.0,501,11:13:00,10.0,11:22:00,11:23:00,1.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,Raleigh-Durham International Airport,Raleigh,NC,35.87764,-78.78747,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,34.11713067469275,32.31418856827789,35.884947619922805,2015-02-20
3217927,2015,8,23,7,UA,United Air Lines Inc.,1790,N12218,TPA,ORD,16:21:00,16:24:00,3.0,11.0,16:35:00,174.0,173.0,145.0,1012,18:00:00,17.0,18:15:00,18:17:00,2.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,Tampa International Airport,Tampa,FL,27.97547,-82.53325,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,34.538228022407914,34.06551286698079,35.62527183762233,2015-08-23
1640388,2015,7,29,3,UA,United Air Lines Inc.,597,N422UA,ORD,BWI,17:57:00,17:53:00,-4.0,18.0,18:11:00,128.0,112.0,89.0,622,20:40:00,5.0,21:05:00,20:45:00,-20.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,Baltimore-Washington International Airport,Baltimore,MD,39.1754,-76.6682,39.62481286116047,37.05203873553376,39.5671030446412,2015-07-29
4048679,2015,7,14,2,WN,Southwest Airlines Co.,4286,N8302F,HOU,MDW,07:25:00,07:25:00,0.0,9.0,07:34:00,150.0,144.0,127.0,937,09:41:00,8.0,09:55:00,09:49:00,-6.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,William P. Hobby Airport,Houston,TX,29.64542,-95.27889,Chicago Midway International Airport,Chicago,IL,41.78598,-87.75242,42.2024518658007,29.898966443564177,29.896963074261258,2015-07-14
3480958,2015,2,12,4,DL,Delta Air Lines Inc.,1858,N945DN,AUS,ATL,12:24:00,12:22:00,-2.0,14.0,12:36:00,125.0,122.0,100.0,813,15:16:00,8.0,15:29:00,15:24:00,-5.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Austin-Bergstrom International Airport,Austin,TX,30.19453,-97.66987,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,34.8990895476264,32.64028335944418,34.07220216606498,2015-02-12
1364428,2015,7,3,5,OO,Skywest Airlines Inc.,5646,N982SW,SFO,SBA,10:34:00,10:32:00,-2.0,18.0,10:50:00,81.0,71.0,50.0,262,11:40:00,3.0,11:55:00,11:43:00,-12.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,Santa Barbara Municipal Airport (Santa Barbara Airport),Santa Barbara,CA,34.42621,-119.84037,37.954705151072915,32.84568142979208,33.873825121048135,2015-07-03
1470258,2015,11,13,5,WN,Southwest Airlines Co.,2984,N720WN,SMF,SAN,06:00:00,05:57:00,-3.0,8.0,06:05:00,90.0,79.0,68.0,480,07:13:00,3.0,07:30:00,07:16:00,-14.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Sacramento International Airport,Sacramento,CA,38.69542,-121.59077,San Diego International Airport (Lindbergh Field),San Diego,CA,32.73356,-117.18966,39.363646135655166,24.399508465319496,26.66500546149645,2015-11-13
2606831,2015,1,21,3,B6,JetBlue Airways,1784,N715JB,MCO,JFK,13:58:00,13:53:00,-5.0,12.0,14:05:00,152.0,134.0,117.0,944,16:02:00,5.0,16:30:00,16:07:00,-23.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Orlando International Airport,Orlando,FL,28.42889,-81.31603,John F. Kennedy International Airport (New York International Airport),New York,NY,40.63975,-73.77893,37.23666900938891,35.90524125248028,37.849247447127716,2015-01-21
3801753,2015,7,14,2,MQ,American Eagle Airlines Inc.,3063,N618MQ,OMA,ORD,09:10:00,09:02:00,-8.0,15.0,09:17:00,98.0,93.0,69.0,416,10:26:00,9.0,10:48:00,10:35:00,-13.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Eppley Airfield,Omaha,NE,41.30252,-95.89417,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,33.355219960604074,30.37491052254832,34.71528274874731,2015-07-14
2574256,2015,9,17,4,UA,United Air Lines Inc.,1016,N73860,MCO,IAH,08:50:00,12:51:00,241.0,18.0,13:09:00,141.0,152.0,126.0,854,14:15:00,8.0,10:11:00,14:23:00,252.0,0,0,,11.0,0.0,241.0,0.0,0.0,True,Orlando International Airport,Orlando,FL,28.42889,-81.31603,George Bush Intercontinental Airport,Houston,TX,29.98047,-95.33972,37.23666900938891,35.90524125248028,37.849247447127716,2015-09-17
