,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE_x,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,DELAY_OR_NOT,AIRPORT_x,CITY_x,STATE_x,LATITUDE_x,LONGITUDE_x,AIRPORT_y,CITY_y,STATE_y,LATITUDE_y,LONGITUDE_y,Percentage Delayed,Departure Delay Mean,Arrival Delay Mean,DATE
183535,2015,3,9,1,OO,Skywest Airlines Inc.,2880,N863AS,LAX,SAN,13:00:00,12:57:00,-3.0,24.0,13:21:00,50.0,56.0,27.0,109,13:48:00,5.0,13:50:00,13:53:00,3.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,San Diego International Airport (Lindbergh Field),San Diego,CA,32.73356,-117.18966,40.92041526046242,28.434892858487842,30.50851734223773,2015-03-09
217897,2015,3,25,3,WN,Southwest Airlines Co.,4475,N205WN,LAX,SAT,08:05:00,08:08:00,3.0,10.0,08:18:00,160.0,160.0,144.0,1211,12:42:00,6.0,12:45:00,12:48:00,3.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,San Antonio International Airport,San Antonio,TX,29.53369,-98.46978,40.92041526046242,28.434892858487842,30.50851734223773,2015-03-25
1814721,2015,12,16,3,MQ,American Eagle Airlines Inc.,3358,N634MQ,ORD,RST,09:50:00,10:29:00,39.0,18.0,10:47:00,69.0,70.0,48.0,268,11:35:00,4.0,10:59:00,11:39:00,40.0,0,0,,1.0,0.0,39.0,0.0,0.0,True,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,Rochester International Airport,Rochester,MN,43.90883,-92.49799,39.62481286116047,37.05203873553376,39.5671030446412,2015-12-16
431381,2015,9,18,5,WN,Southwest Airlines Co.,2054,N365SW,DEN,PHX,19:55:00,19:55:00,0.0,12.0,20:07:00,110.0,110.0,91.0,602,20:38:00,7.0,20:45:00,20:45:00,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Denver International Airport,Denver,CO,39.85841,-104.667,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,41.19048226263038,30.891128832532566,32.91439645351429,2015-09-18
2089873,2015,9,25,5,HA,Hawaiian Airlines Inc.,306,N480HA,HNL,OGG,07:30:00,07:25:00,-5.0,12.0,07:37:00,39.0,42.0,22.0,100,07:59:00,8.0,08:09:00,08:07:00,-2.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Honolulu International Airport,Honolulu,HI,21.31869,-157.92241,Kahului Airport,Kahului,HI,20.89865,-156.43046,35.81719633095525,14.801138200866585,19.114984155726574,2015-09-25
2567628,2015,5,23,6,DL,Delta Air Lines Inc.,2624,N590NW,MCO,SLC,07:25:00,07:24:00,-1.0,13.0,07:37:00,280.0,270.0,247.0,1931,09:44:00,10.0,10:05:00,09:54:00,-11.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Orlando International Airport,Orlando,FL,28.42889,-81.31603,Salt Lake City International Airport,Salt Lake City,UT,40.78839,-111.97777,37.23666900938891,35.90524125248028,37.849247447127716,2015-05-23
1262318,2015,2,25,3,UA,United Air Lines Inc.,1424,N37427,SFO,LAS,19:31:00,19:33:00,2.0,14.0,19:47:00,92.0,86.0,61.0,414,20:48:00,11.0,21:03:00,20:59:00,-4.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,37.954705151072915,32.84568142979208,33.873825121048135,2015-02-25
3032387,2015,3,3,2,WN,Southwest Airlines Co.,397,N958WN,ATL,MKE,20:35:00,21:42:00,67.0,13.0,21:55:00,130.0,115.0,97.0,669,22:32:00,5.0,21:45:00,22:37:00,52.0,0,0,,0.0,0.0,6.0,46.0,0.0,True,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,General Mitchell International Airport,Milwaukee,WI,42.94722,-87.89658,33.119976011717355,30.210617034612437,31.051239640643498,2015-03-03
762741,2015,5,8,5,DL,Delta Air Lines Inc.,1211,N3730B,SLC,LAX,20:05:00,20:32:00,27.0,16.0,20:48:00,120.0,111.0,84.0,590,21:12:00,11.0,21:05:00,21:23:00,18.0,0,0,,0.0,0.0,18.0,0.0,0.0,True,Salt Lake City International Airport,Salt Lake City,UT,40.78839,-111.97777,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,31.977162843328877,22.10020910406949,25.83927939520669,2015-05-08
2029270,2015,7,8,3,AA,American Airlines Inc.,2383,N4WPAA,DFW,JAX,07:00:00,07:08:00,8.0,18.0,07:26:00,147.0,146.0,124.0,918,10:30:00,4.0,10:27:00,10:34:00,7.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,Jacksonville International Airport,Jacksonville,FL,30.49406,-81.68786,38.84517284419602,32.11307412900037,34.16857953446386,2015-07-08
2365559,2015,2,21,6,AA,American Airlines Inc.,1233,N3KMAA,BOS,DFW,05:55:00,05:50:00,-5.0,18.0,06:08:00,274.0,276.0,252.0,1562,09:20:00,6.0,09:29:00,09:26:00,-3.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Gen. Edward Lawrence Logan International Airport,Boston,MA,42.36435,-71.00518,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,35.91662262278969,30.034774751516718,35.44770879049955,2015-02-21
835689,2015,4,12,7,OO,Skywest Airlines Inc.,4509,N455SW,SLC,HLN,15:55:00,15:44:00,-11.0,17.0,16:01:00,94.0,92.0,71.0,402,17:12:00,4.0,17:29:00,17:16:00,-13.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Salt Lake City International Airport,Salt Lake City,UT,40.78839,-111.97777,Helena Regional Airport,Helena,MT,46.60682,-111.98275,31.977162843328877,22.10020910406949,25.83927939520669,2015-04-12
340757,2015,4,25,6,WN,Southwest Airlines Co.,2135,N463WN,PHX,SNA,07:55:00,07:52:00,-3.0,17.0,08:09:00,75.0,80.0,59.0,338,09:08:00,4.0,09:10:00,09:12:00,2.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,John Wayne Airport (Orange County Airport),Santa Ana,CA,33.67566,-117.86822,39.69076729217042,24.887578940142777,26.8585255354201,2015-04-25
4593778,2015,2,2,1,UA,United Air Lines Inc.,1059,,LGA,DEN,06:45:00,,,,,274.0,,,1620,,,09:19:00,,,0,1,B,0.0,0.0,0.0,0.0,0.0,False,LaGuardia Airport (Marine Air Terminal),New York,NY,40.77724,-73.87261,Denver International Airport,Denver,CO,39.85841,-104.667,36.37969981426635,38.468567170769404,43.40197593553372,2015-02-02
1747591,2015,7,11,6,UA,United Air Lines Inc.,1620,N15710,ORD,LGA,09:00:00,08:56:00,-4.0,13.0,09:09:00,136.0,113.0,95.0,733,11:44:00,5.0,12:16:00,11:49:00,-27.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,LaGuardia Airport (Marine Air Terminal),New York,NY,40.77724,-73.87261,39.62481286116047,37.05203873553376,39.5671030446412,2015-07-11
89950,2015,9,29,2,OO,Skywest Airlines Inc.,6522,N934SW,LAX,PHX,12:10:00,12:03:00,-7.0,11.0,12:14:00,87.0,73.0,59.0,370,13:13:00,3.0,13:37:00,13:16:00,-21.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,40.92041526046242,28.434892858487842,30.50851734223773,2015-09-29
2995583,2015,3,13,5,DL,Delta Air Lines Inc.,1858,N696DL,ATL,AUS,09:45:00,09:44:00,-1.0,14.0,09:58:00,153.0,131.0,110.0,813,10:48:00,7.0,11:18:00,10:55:00,-23.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,Austin-Bergstrom International Airport,Austin,TX,30.19453,-97.66987,33.119976011717355,30.210617034612437,31.051239640643498,2015-03-13
1584126,2015,1,16,5,OO,Skywest Airlines Inc.,6437,N109SY,ORD,DFW,20:05:00,20:53:00,48.0,19.0,21:12:00,148.0,133.0,110.0,802,23:02:00,4.0,22:33:00,23:06:00,33.0,0,0,,0.0,0.0,0.0,33.0,0.0,True,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,39.62481286116047,37.05203873553376,39.5671030446412,2015-01-16
1901686,2015,2,12,4,AA,American Airlines Inc.,1554,N3HHAA,DFW,SNA,11:30:00,11:32:00,2.0,22.0,11:54:00,200.0,180.0,150.0,1205,12:24:00,8.0,12:50:00,12:32:00,-18.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,John Wayne Airport (Orange County Airport),Santa Ana,CA,33.67566,-117.86822,38.84517284419602,32.11307412900037,34.16857953446386,2015-02-12
4694186,2015,12,20,7,AA,American Airlines Inc.,2306,N3LBAA,PBI,DFW,13:45:00,13:43:00,-2.0,15.0,13:58:00,194.0,181.0,160.0,1102,15:38:00,6.0,15:59:00,15:44:00,-15.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Palm Beach International Airport,West Palm Beach,FL,26.68316,-80.09559,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,39.17512071944358,35.245504919145084,37.063666176636886,2015-12-20
1412565,2015,5,4,1,WN,Southwest Airlines Co.,1427,N412WN,SNA,SJC,18:30:00,18:57:00,27.0,6.0,19:03:00,70.0,66.0,56.0,342,19:59:00,4.0,19:40:00,20:03:00,23.0,0,0,,0.0,0.0,23.0,0.0,0.0,True,John Wayne Airport (Orange County Airport),Santa Ana,CA,33.67566,-117.86822,Norman Y. Mineta San José International Airport,San Jose,CA,37.36186,-121.92901,33.57624976470272,24.8395002402691,26.03684126221368,2015-05-04
1172034,2015,6,5,5,DL,Delta Air Lines Inc.,990,N949DN,MSP,MCI,15:09:00,15:06:00,-3.0,10.0,15:16:00,81.0,71.0,55.0,393,16:11:00,6.0,16:30:00,16:17:00,-13.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Minneapolis-Saint Paul International Airport,Minneapolis,MN,44.88055,-93.21692,Kansas City International Airport,Kansas City,MO,39.29761,-94.71391,33.48377141735865,25.80892890439786,30.049758930236276,2015-06-05
2545053,2015,2,5,4,US,US Airways Inc.,450,N508AY,MCO,PHX,10:55:00,10:54:00,-1.0,14.0,11:08:00,293.0,282.0,260.0,1849,13:28:00,8.0,13:48:00,13:36:00,-12.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Orlando International Airport,Orlando,FL,28.42889,-81.31603,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,37.23666900938891,35.90524125248028,37.849247447127716,2015-02-05
1411037,2015,5,13,3,UA,United Air Lines Inc.,1250,N24715,SNA,EWR,21:17:00,21:05:00,-12.0,9.0,21:14:00,313.0,289.0,275.0,2434,04:49:00,5.0,05:30:00,04:54:00,-36.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,John Wayne Airport (Orange County Airport),Santa Ana,CA,33.67566,-117.86822,Newark Liberty International Airport,Newark,NJ,40.6925,-74.16866,33.57624976470272,24.8395002402691,26.03684126221368,2015-05-13
3367085,2015,12,1,2,NK,Spirit Air Lines,478,N634NK,FLL,ORD,07:48:00,07:44:00,-4.0,20.0,08:04:00,199.0,190.0,156.0,1182,09:40:00,14.0,10:07:00,09:54:00,-13.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,26.07258,-80.15275,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,33.64663696620667,35.856935249475214,36.71108509607622,2015-12-01
2270898,2015,5,14,4,WN,Southwest Airlines Co.,4283,N7701B,DTW,DEN,06:35:00,06:34:00,-1.0,8.0,06:42:00,185.0,169.0,156.0,1123,07:18:00,5.0,07:40:00,07:23:00,-17.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,Denver International Airport,Denver,CO,39.85841,-104.667,33.438709677419354,31.526032909787492,35.202447562084835,2015-05-14
252907,2015,1,26,1,WN,Southwest Airlines Co.,859,N915WN,LAX,MDW,12:55:00,12:54:00,-1.0,13.0,13:07:00,240.0,248.0,229.0,1750,18:56:00,6.0,18:55:00,19:02:00,7.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,Chicago Midway International Airport,Chicago,IL,41.78598,-87.75242,40.92041526046242,28.434892858487842,30.50851734223773,2015-01-26
2519825,2015,6,25,4,WN,Southwest Airlines Co.,775,N215WN,BWI,IND,12:30:00,12:31:00,1.0,9.0,12:40:00,95.0,93.0,79.0,516,13:59:00,5.0,14:05:00,14:04:00,-1.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Baltimore-Washington International Airport,Baltimore,MD,39.1754,-76.6682,Indianapolis International Airport,Indianapolis,IN,39.71733,-86.29438,40.6359274619826,33.50378798707796,34.14837473912919,2015-06-25
4862286,2015,4,22,3,MQ,American Eagle Airlines Inc.,3088,N0EGMQ,XNA,ORD,06:10:00,06:01:00,-9.0,10.0,06:11:00,105.0,87.0,70.0,522,07:21:00,7.0,07:55:00,07:28:00,-27.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Northwest Arkansas Regional Airport,Fayetteville/Springdale/Rogers,AR,36.28187,-94.30681,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,40.148658838737475,35.690904212503355,42.88462570431983,2015-04-22
5256203,2015,1,30,5,OO,Skywest Airlines Inc.,4830,N779CA,ISN,MSP,12:35:00,12:32:00,-3.0,38.0,13:10:00,109.0,112.0,67.0,546,14:17:00,7.0,14:24:00,14:24:00,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Sloulin Field International Airport,Williston,ND,48.17794,-103.64235,Minneapolis-Saint Paul International Airport,Minneapolis,MN,44.88055,-93.21692,29.543666404405975,32.13049267643142,40.255659121171774,2015-01-30
5091887,2015,9,15,2,MQ,American Eagle Airlines Inc.,3132,N528MQ,CID,ORD,12:50:00,12:39:00,-11.0,13.0,12:52:00,67.0,62.0,38.0,196,13:30:00,11.0,13:57:00,13:41:00,-16.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,The Eastern Iowa Airport,Cedar Rapids,IA,41.88459,-91.71087,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,37.295081967213115,34.513343799058084,41.793563579277865,2015-09-15
3279284,2015,8,7,5,AA,American Airlines Inc.,2083,N837AW,STL,PHX,20:45:00,20:37:00,-8.0,12.0,20:49:00,193.0,187.0,168.0,1262,21:37:00,7.0,21:58:00,21:44:00,-14.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,St. Louis International Airport at Lambert Field,St Louis,MO,38.74769,-90.35999,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,35.779230458020145,31.053561863952865,32.371719335832886,2015-08-07
340898,2015,5,17,7,WN,Southwest Airlines Co.,302,N717SA,PHX,SNA,12:40:00,12:58:00,18.0,14.0,13:12:00,75.0,71.0,53.0,338,14:05:00,4.0,13:55:00,14:09:00,14.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,John Wayne Airport (Orange County Airport),Santa Ana,CA,33.67566,-117.86822,39.69076729217042,24.887578940142777,26.8585255354201,2015-05-17
1308296,2015,7,8,3,UA,United Air Lines Inc.,1742,N78509,SFO,EWR,10:40:00,12:45:00,125.0,11.0,12:56:00,343.0,323.0,299.0,2565,20:55:00,13.0,19:23:00,21:08:00,105.0,0,0,,0.0,0.0,0.0,105.0,0.0,True,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,Newark Liberty International Airport,Newark,NJ,40.6925,-74.16866,37.954705151072915,32.84568142979208,33.873825121048135,2015-07-08
973764,2015,8,14,5,NK,Spirit Air Lines,520,N529NK,LAS,MCI,01:10:00,01:03:00,-7.0,16.0,01:19:00,155.0,167.0,144.0,1139,05:43:00,7.0,05:45:00,05:50:00,5.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,Kansas City International Airport,Kansas City,MO,39.29761,-94.71391,39.71812796119566,30.74919182562338,31.755184604041816,2015-08-14
904153,2015,6,24,3,WN,Southwest Airlines Co.,585,N368SW,LAS,LAX,22:25:00,23:12:00,47.0,8.0,23:20:00,65.0,60.0,45.0,236,00:05:00,7.0,23:30:00,00:12:00,42.0,0,0,,0.0,0.0,10.0,32.0,0.0,True,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,39.71812796119566,30.74919182562338,31.755184604041816,2015-06-24
3320600,2015,12,25,5,WN,Southwest Airlines Co.,3294,N401WN,STL,DAL,09:45:00,09:41:00,-4.0,7.0,09:48:00,105.0,94.0,84.0,546,11:12:00,3.0,11:30:00,11:15:00,-15.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,St. Louis International Airport at Lambert Field,St Louis,MO,38.74769,-90.35999,Dallas Love Field,Dallas,TX,32.84711,-96.85177,35.779230458020145,31.053561863952865,32.371719335832886,2015-12-25
2929665,2015,6,12,5,DL,Delta Air Lines Inc.,2369,N590NW,ATL,MCO,12:55:00,12:54:00,-1.0,21.0,13:15:00,90.0,90.0,59.0,404,14:14:00,10.0,14:25:00,14:24:00,-1.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,Orlando International Airport,Orlando,FL,28.42889,-81.31603,33.119976011717355,30.210617034612437,31.051239640643498,2015-06-12
3028873,2015,11,2,1,DL,Delta Air Lines Inc.,2643,N947DL,ATL,OMA,21:26:00,21:22:00,-4.0,33.0,21:55:00,148.0,153.0,115.0,821,22:50:00,5.0,22:54:00,22:55:00,1.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,Eppley Airfield,Omaha,NE,41.30252,-95.89417,33.119976011717355,30.210617034612437,31.051239640643498,2015-11-02
1388357,2015,5,24,7,US,US Airways Inc.,619,N815AW,SNA,PHX,16:25:00,16:18:00,-7.0,12.0,16:30:00,76.0,75.0,56.0,338,17:26:00,7.0,17:41:00,17:33:00,-8.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,John Wayne Airport (Orange County Airport),Santa Ana,CA,33.67566,-117.86822,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,33.57624976470272,24.8395002402691,26.03684126221368,2015-05-24
5317911,2015,7,23,4,B6,JetBlue Airways,630,N595JB,BQN,MCO,12:42:00,12:33:00,-9.0,12.0,12:45:00,169.0,164.0,142.0,1129,15:07:00,10.0,15:31:00,15:17:00,-14.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Rafael Hernández Airport,Aguadilla,PR,18.49486,-67.12944,Orlando International Airport,Orlando,FL,28.42889,-81.31603,33.804914370811616,44.24889867841409,41.04625550660793,2015-07-23
3731730,2015,6,12,5,AA,American Airlines Inc.,2226,N5CNAA,MIA,ORD,08:25:00,08:24:00,-1.0,12.0,08:36:00,199.0,180.0,159.0,1197,10:15:00,9.0,10:44:00,10:24:00,-20.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Miami International Airport,Miami,FL,25.79325,-80.29056,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,39.97634876912649,33.7487012987013,35.63037518037518,2015-06-12
2014202,2015,6,21,7,MQ,American Eagle Airlines Inc.,3162,N641MQ,DFW,BHM,10:15:00,10:37:00,22.0,18.0,10:55:00,109.0,99.0,78.0,597,12:13:00,3.0,12:04:00,12:16:00,12.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,Birmingham-Shuttlesworth International Airport,Birmingham,AL,33.56294,-86.75355,38.84517284419602,32.11307412900037,34.16857953446386,2015-06-21
4851197,2015,4,14,2,UA,United Air Lines Inc.,1445,N23708,STT,IAD,13:15:00,13:15:00,0.0,11.0,13:26:00,250.0,237.0,216.0,1606,17:02:00,10.0,17:25:00,17:12:00,-13.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Cyril E. King Airport,Charlotte Amalie,VI,18.33731,-64.97336,Washington Dulles International Airport,Chantilly,VA,38.94453,-77.45581,31.2327506899724,44.58026509572901,46.03460972017673,2015-04-14
178126,2015,1,4,7,WN,Southwest Airlines Co.,11,N420WN,LAX,OAK,09:45:00,09:55:00,10.0,9.0,10:04:00,75.0,69.0,55.0,337,10:59:00,5.0,11:00:00,11:04:00,4.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,Oakland International Airport,Oakland,CA,37.72129,-122.22072,40.92041526046242,28.434892858487842,30.50851734223773,2015-01-04
2602805,2015,1,13,2,UA,United Air Lines Inc.,174,N37468,MCO,IAD,15:40:00,15:34:00,-6.0,12.0,15:46:00,128.0,110.0,92.0,758,17:18:00,6.0,17:48:00,17:24:00,-24.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Orlando International Airport,Orlando,FL,28.42889,-81.31603,Washington Dulles International Airport,Chantilly,VA,38.94453,-77.45581,37.23666900938891,35.90524125248028,37.849247447127716,2015-01-13
3699739,2015,2,21,6,WN,Southwest Airlines Co.,4193,N931WN,RDU,BWI,18:45:00,21:08:00,143.0,43.0,21:51:00,60.0,97.0,46.0,255,22:37:00,8.0,19:45:00,22:45:00,180.0,0,0,,180.0,0.0,0.0,0.0,0.0,True,Raleigh-Durham International Airport,Raleigh,NC,35.87764,-78.78747,Baltimore-Washington International Airport,Baltimore,MD,39.1754,-76.6682,34.11713067469275,32.31418856827789,35.884947619922805,2015-02-21
3607921,2015,11,5,4,B6,JetBlue Airways,1507,N334JB,JFK,IAD,21:30:00,21:25:00,-5.0,10.0,21:35:00,79.0,56.0,43.0,228,22:18:00,3.0,22:49:00,22:21:00,-28.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,John F. Kennedy International Airport (New York International Airport),New York,NY,40.63975,-73.77893,Washington Dulles International Airport,Chantilly,VA,38.94453,-77.45581,35.68451460916097,35.763532082686105,41.01123192735094,2015-11-05
2280245,2015,11,12,4,DL,Delta Air Lines Inc.,2521,N345NW,DTW,DCA,20:21:00,20:24:00,3.0,13.0,20:37:00,99.0,78.0,62.0,405,21:39:00,3.0,22:00:00,21:42:00,-18.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,Ronald Reagan Washington National Airport,Arlington,VA,38.85208,-77.03772,33.438709677419354,31.526032909787492,35.202447562084835,2015-11-12
5265385,2015,8,21,5,OO,Skywest Airlines Inc.,4770,N416SW,DIK,MSP,11:12:00,11:08:00,-4.0,19.0,11:27:00,90.0,94.0,70.0,481,13:37:00,5.0,13:42:00,13:42:00,0.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Dickinson Theodore Roosevelt Regional Airport,Dickinson,ND,46.79739,-102.80195,Minneapolis-Saint Paul International Airport,Minneapolis,MN,44.88055,-93.21692,20.362473347547976,36.72774869109948,42.68062827225131,2015-08-21
1155085,2015,11,19,4,DL,Delta Air Lines Inc.,2591,N955DN,MSP,SJC,09:21:00,10:51:00,90.0,13.0,11:04:00,251.0,243.0,226.0,1576,12:50:00,4.0,11:32:00,12:54:00,82.0,0,0,,0.0,0.0,73.0,9.0,0.0,True,Minneapolis-Saint Paul International Airport,Minneapolis,MN,44.88055,-93.21692,Norman Y. Mineta San José International Airport,San Jose,CA,37.36186,-121.92901,33.48377141735865,25.80892890439786,30.049758930236276,2015-11-19
4679800,2015,12,8,2,NK,Spirit Air Lines,648,N616NK,SJU,FLL,15:50:00,15:40:00,-10.0,10.0,15:50:00,170.0,168.0,151.0,1046,17:21:00,7.0,17:40:00,17:28:00,-12.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Luis Muñoz Marín International Airport,San Juan,PR,18.43942,-66.00183,Fort Lauderdale-Hollywood International Airport,Ft. Lauderdale,FL,26.07258,-80.15275,32.47079818299805,36.73020234823882,36.68710966774919,2015-12-08
51193,2015,8,16,7,UA,United Air Lines Inc.,1920,N69804,PDX,SFO,19:11:00,20:38:00,87.0,10.0,20:48:00,109.0,99.0,84.0,550,22:12:00,5.0,21:00:00,22:17:00,77.0,0,0,,0.0,0.0,69.0,8.0,0.0,True,Portland International Airport,Portland,OR,45.58872,-122.5975,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,32.088775618562174,24.357336686743,27.290224369581043,2015-08-16
3317571,2015,7,8,3,WN,Southwest Airlines Co.,4859,N447WN,STL,MDW,14:45:00,15:10:00,25.0,14.0,15:24:00,60.0,62.0,39.0,251,16:03:00,9.0,15:45:00,16:12:00,27.0,0,0,,2.0,0.0,20.0,5.0,0.0,True,St. Louis International Airport at Lambert Field,St Louis,MO,38.74769,-90.35999,Chicago Midway International Airport,Chicago,IL,41.78598,-87.75242,35.779230458020145,31.053561863952865,32.371719335832886,2015-07-08
931393,2015,5,20,3,OO,Skywest Airlines Inc.,5561,N701SK,LAS,DEN,06:05:00,05:54:00,-11.0,20.0,06:14:00,115.0,108.0,82.0,628,08:36:00,6.0,09:00:00,08:42:00,-18.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,Denver International Airport,Denver,CO,39.85841,-104.667,39.71812796119566,30.74919182562338,31.755184604041816,2015-05-20
4207470,2015,8,20,4,WN,Southwest Airlines Co.,3235,N496WN,DAL,MSY,12:40:00,12:47:00,7.0,71.0,13:58:00,80.0,140.0,65.0,436,15:03:00,4.0,14:00:00,15:07:00,67.0,0,0,,60.0,0.0,7.0,0.0,0.0,True,Dallas Love Field,Dallas,TX,32.84711,-96.85177,Louis Armstrong New Orleans International Airport,New Orleans,LA,29.99339,-90.25803,44.57696108812543,27.40365248759958,28.329888771982564,2015-08-20
4621717,2015,4,29,3,US,US Airways Inc.,2136,N955UW,LGA,BOS,10:00:00,09:55:00,-5.0,32.0,10:27:00,78.0,74.0,34.0,184,11:01:00,8.0,11:18:00,11:09:00,-9.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,LaGuardia Airport (Marine Air Terminal),New York,NY,40.77724,-73.87261,Gen. Edward Lawrence Logan International Airport,Boston,MA,42.36435,-71.00518,36.37969981426635,38.468567170769404,43.40197593553372,2015-04-29
