,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE_x,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,DELAY_OR_NOT,AIRPORT_x,CITY_x,STATE_x,LATITUDE_x,LONGITUDE_x,AIRPORT_y,CITY_y,STATE_y,LATITUDE_y,LONGITUDE_y,Percentage Delayed,Departure Delay Mean,Arrival Delay Mean,DATE
1636173,2015,4,13,1,UA,United Air Lines Inc.,608,N824UA,ORD,DCA,10:04:00,10:18:00,14.0,12.0,10:30:00,115.0,108.0,94.0,612,13:04:00,2.0,12:59:00,13:06:00,7.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,Ronald Reagan Washington National Airport,Arlington,VA,38.85208,-77.03772,39.62481286116047,37.05203873553376,39.5671030446412,2015-04-13
1524366,2015,9,12,6,B6,JetBlue Airways,490,N784JB,DCA,BOS,10:59:00,10:55:00,-4.0,13.0,11:08:00,84.0,75.0,58.0,399,12:06:00,4.0,12:23:00,12:10:00,-13.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Ronald Reagan Washington National Airport,Arlington,VA,38.85208,-77.03772,Gen. Edward Lawrence Logan International Airport,Boston,MA,42.36435,-71.00518,32.96609480445565,29.93237966045957,36.55917293542155,2015-09-12
1390183,2015,9,11,5,WN,Southwest Airlines Co.,3064,N765SW,SNA,PHX,07:50:00,07:45:00,-5.0,8.0,07:53:00,85.0,81.0,51.0,338,08:44:00,22.0,09:15:00,09:06:00,-9.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,John Wayne Airport (Orange County Airport),Santa Ana,CA,33.67566,-117.86822,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,33.57624976470272,24.8395002402691,26.03684126221368,2015-09-11
4178362,2015,2,20,5,WN,Southwest Airlines Co.,43,N297WN,MDW,ROC,21:40:00,21:44:00,4.0,10.0,21:54:00,90.0,81.0,66.0,523,00:00:00,5.0,00:10:00,00:05:00,-5.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Chicago Midway International Airport,Chicago,IL,41.78598,-87.75242,Greater Rochester International Airport,Rochester,NY,43.11887,-77.67238,39.4122592290384,32.369710467706014,32.06813262649393,2015-02-20
5246300,2015,1,9,5,MQ,American Eagle Airlines Inc.,3195,N825MQ,ABI,DFW,17:50:00,17:41:00,-9.0,8.0,17:49:00,49.0,47.0,32.0,158,18:21:00,7.0,18:39:00,18:28:00,-11.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Abilene Regional Airport,Abilene,TX,32.41132,-99.6819,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,29.454701588664662,33.724489795918366,39.295918367346935,2015-01-09
3768963,2015,6,10,3,AA,American Airlines Inc.,1600,N3AGAA,MIA,DTW,21:05:00,20:59:00,-6.0,33.0,21:32:00,187.0,194.0,156.0,1145,00:08:00,5.0,00:12:00,00:13:00,1.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,Miami International Airport,Miami,FL,25.79325,-80.29056,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,39.97634876912649,33.7487012987013,35.63037518037518,2015-06-10
291446,2015,3,27,5,US,US Airways Inc.,640,N581UW,PHX,LAX,20:05:00,20:07:00,2.0,24.0,20:31:00,93.0,116.0,57.0,370,21:28:00,35.0,21:38:00,22:03:00,25.0,0,0,,23.0,0.0,1.0,1.0,0.0,True,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,39.69076729217042,24.887578940142777,26.8585255354201,2015-03-27
907525,2015,2,28,6,AA,American Airlines Inc.,1623,N4YDAA,LAS,DFW,09:07:00,,,,,163.0,,,1055,,,13:50:00,,,0,1,B,0.0,0.0,0.0,0.0,0.0,False,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,39.71812796119566,30.74919182562338,31.755184604041816,2015-02-28
2047225,2015,11,9,1,AA,American Airlines Inc.,1137,N485AA,DFW,MFE,15:20:00,15:13:00,-7.0,16.0,15:29:00,97.0,87.0,67.0,469,16:36:00,4.0,16:57:00,16:40:00,-17.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,McAllen-Miller International Airport (McAllen Miller International),McAllen,TX,26.17583,-98.23861,38.84517284419602,32.11307412900037,34.16857953446386,2015-11-09
3699896,2015,3,23,1,WN,Southwest Airlines Co.,3578,N8327A,RDU,BWI,16:50:00,,,,,60.0,,,255,,,17:50:00,,,0,1,A,0.0,0.0,0.0,0.0,0.0,False,Raleigh-Durham International Airport,Raleigh,NC,35.87764,-78.78747,Baltimore-Washington International Airport,Baltimore,MD,39.1754,-76.6682,34.11713067469275,32.31418856827789,35.884947619922805,2015-03-23
1873298,2015,5,3,7,AA,American Airlines Inc.,360,N437AA,DFW,ATL,13:40:00,13:33:00,-7.0,14.0,13:47:00,134.0,128.0,104.0,731,16:31:00,10.0,16:54:00,16:41:00,-13.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,38.84517284419602,32.11307412900037,34.16857953446386,2015-05-03
3912635,2015,3,24,2,US,US Airways Inc.,830,N201UU,CLT,PHL,17:35:00,17:30:00,-5.0,12.0,17:42:00,93.0,84.0,69.0,449,18:51:00,3.0,19:08:00,18:54:00,-14.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Charlotte Douglas International Airport,Charlotte,NC,35.21401,-80.94313,Philadelphia International Airport,Philadelphia,PA,39.87195,-75.24114,41.30716478609306,23.564489273907483,29.016408870442316,2015-03-24
557048,2015,9,7,1,OO,Skywest Airlines Inc.,5658,N742SK,DEN,OKC,16:28:00,16:28:00,0.0,21.0,16:49:00,94.0,98.0,71.0,495,19:00:00,6.0,19:02:00,19:06:00,4.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,Denver International Airport,Denver,CO,39.85841,-104.667,Will Rogers World Airport,Oklahoma City,OK,35.39309,-97.60073,41.19048226263038,30.891128832532566,32.91439645351429,2015-09-07
1423959,2015,12,14,1,WN,Southwest Airlines Co.,571,N468WN,BUR,PHX,13:45:00,13:44:00,-1.0,5.0,13:49:00,80.0,71.0,58.0,369,15:47:00,8.0,16:05:00,15:55:00,-10.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Bob Hope Airport (Hollywood Burbank Airport),Burbank,CA,34.20062,-118.3585,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,31.93922388691831,25.929885629040278,27.514503563732802,2015-12-14
3226904,2015,9,23,3,DL,Delta Air Lines Inc.,2137,N955DN,TPA,ATL,07:30:00,07:28:00,-2.0,14.0,07:42:00,95.0,86.0,61.0,406,08:43:00,11.0,09:05:00,08:54:00,-11.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Tampa International Airport,Tampa,FL,27.97547,-82.53325,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,34.538228022407914,34.06551286698079,35.62527183762233,2015-09-23
494327,2015,3,8,7,F9,Frontier Airlines Inc.,555,N947FR,DEN,SAN,07:48:00,07:50:00,2.0,8.0,07:58:00,141.0,125.0,112.0,853,08:50:00,5.0,09:09:00,08:55:00,-14.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Denver International Airport,Denver,CO,39.85841,-104.667,San Diego International Airport (Lindbergh Field),San Diego,CA,32.73356,-117.18966,41.19048226263038,30.891128832532566,32.91439645351429,2015-03-08
1756083,2015,9,8,2,MQ,American Eagle Airlines Inc.,3118,N609MQ,ORD,FSD,10:38:00,10:35:00,-3.0,46.0,11:21:00,103.0,136.0,86.0,462,12:47:00,4.0,12:21:00,12:51:00,30.0,0,0,,30.0,0.0,0.0,0.0,0.0,True,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,Sioux Falls Regional Airport,Sioux Falls,SD,43.58135,-96.7417,39.62481286116047,37.05203873553376,39.5671030446412,2015-09-08
4155693,2015,5,2,6,WN,Southwest Airlines Co.,2731,N551WN,MDW,CLE,12:10:00,12:07:00,-3.0,8.0,12:15:00,65.0,61.0,47.0,307,14:02:00,6.0,14:15:00,14:08:00,-7.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Chicago Midway International Airport,Chicago,IL,41.78598,-87.75242,Cleveland Hopkins International Airport,Cleveland,OH,41.41089,-81.8494,39.4122592290384,32.369710467706014,32.06813262649393,2015-05-02
3728243,2015,6,9,2,WN,Southwest Airlines Co.,4453,N765SW,CHS,MDW,18:00:00,18:36:00,36.0,23.0,18:59:00,135.0,137.0,110.0,745,19:49:00,4.0,19:15:00,19:53:00,38.0,0,0,,2.0,0.0,0.0,24.0,12.0,True,Charleston International Airport/Charleston AFB,Charleston,SC,32.89865,-80.04051,Chicago Midway International Airport,Chicago,IL,41.78598,-87.75242,30.87077938563087,34.56030701754386,38.671875,2015-06-09
1040840,2015,1,20,2,UA,United Air Lines Inc.,1449,N36280,EWR,DEN,18:34:00,18:30:00,-4.0,14.0,18:44:00,281.0,245.0,225.0,1605,20:29:00,6.0,21:15:00,20:35:00,-40.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Newark Liberty International Airport,Newark,NJ,40.6925,-74.16866,Denver International Airport,Denver,CO,39.85841,-104.667,35.37908265534725,39.0636838304727,39.73129478420263,2015-01-20
814274,2015,3,26,4,OO,Skywest Airlines Inc.,4641,N809SK,SLC,FAT,20:00:00,19:56:00,-4.0,30.0,20:26:00,98.0,114.0,77.0,501,20:43:00,7.0,20:38:00,20:50:00,12.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,Salt Lake City International Airport,Salt Lake City,UT,40.78839,-111.97777,Fresno Yosemite International Airport,Fresno,CA,36.77619,-119.71814,31.977162843328877,22.10020910406949,25.83927939520669,2015-03-26
106131,2015,5,10,7,UA,United Air Lines Inc.,1239,N75429,LAX,ORD,11:41:00,12:09:00,28.0,15.0,12:24:00,258.0,251.0,222.0,1744,18:06:00,14.0,17:59:00,18:20:00,21.0,0,0,,0.0,0.0,21.0,0.0,0.0,True,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,40.92041526046242,28.434892858487842,30.50851734223773,2015-05-10
4169090,2015,8,8,6,WN,Southwest Airlines Co.,1363,N8615E,MDW,BUF,21:20:00,21:21:00,1.0,13.0,21:34:00,85.0,80.0,61.0,468,23:35:00,6.0,23:45:00,23:41:00,-4.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Chicago Midway International Airport,Chicago,IL,41.78598,-87.75242,Buffalo Niagara International Airport,Buffalo,NY,42.94052,-78.73217,39.4122592290384,32.369710467706014,32.06813262649393,2015-08-08
606558,2015,12,18,5,OO,Skywest Airlines Inc.,5765,N701SK,DEN,LNK,09:59:00,09:55:00,-4.0,18.0,10:13:00,86.0,80.0,57.0,423,12:10:00,5.0,12:25:00,12:15:00,-10.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Denver International Airport,Denver,CO,39.85841,-104.667,Lincoln Airport (Lincoln Municipal),Lincoln,NE,40.85097,-96.75925,41.19048226263038,30.891128832532566,32.91439645351429,2015-12-18
445278,2015,4,9,4,UA,United Air Lines Inc.,1915,N69804,DEN,LAX,18:55:00,22:29:00,214.0,8.0,22:37:00,152.0,135.0,118.0,862,23:35:00,9.0,20:27:00,23:44:00,197.0,0,0,,0.0,0.0,110.0,87.0,0.0,True,Denver International Airport,Denver,CO,39.85841,-104.667,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,41.19048226263038,30.891128832532566,32.91439645351429,2015-04-09
4965779,2015,6,27,6,EV,Atlantic Southeast Airlines,4478,N24103,JAN,IAH,16:56:00,16:53:00,-3.0,9.0,17:02:00,83.0,73.0,58.0,351,18:00:00,6.0,18:19:00,18:06:00,-13.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Jackson-Evers International Airport,Jackson,MS,32.31117,-90.07589,George Bush Intercontinental Airport,Houston,TX,29.98047,-95.33972,32.971678173876285,30.702564102564104,37.782051282051285,2015-06-27
686722,2015,7,20,1,NK,Spirit Air Lines,470,N624NK,SAN,LAS,09:26:00,09:22:00,-4.0,25.0,09:47:00,71.0,79.0,43.0,258,10:30:00,11.0,10:37:00,10:41:00,4.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,San Diego International Airport (Lindbergh Field),San Diego,CA,32.73356,-117.18966,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,35.70156821969319,27.828645521643725,29.56233792140435,2015-07-20
5332277,2015,6,5,5,EV,Atlantic Southeast Airlines,5212,N917EV,BGM,DTW,15:32:00,15:34:00,2.0,9.0,15:43:00,82.0,90.0,76.0,378,16:59:00,5.0,16:54:00,17:04:00,10.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,Greater Binghamton Airport,Binghamton,NY,42.20848,-75.97961,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,26.717557251908396,58.7,62.34285714285714,2015-06-05
2484798,2015,11,15,7,WN,Southwest Airlines Co.,1589,N442WN,BWI,TPA,14:25:00,14:22:00,-3.0,13.0,14:35:00,150.0,140.0,121.0,842,16:36:00,6.0,16:55:00,16:42:00,-13.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Baltimore-Washington International Airport,Baltimore,MD,39.1754,-76.6682,Tampa International Airport,Tampa,FL,27.97547,-82.53325,40.6359274619826,33.50378798707796,34.14837473912919,2015-11-15
328764,2015,3,14,6,UA,United Air Lines Inc.,214,N848UA,PHX,IAH,09:48:00,09:42:00,-6.0,8.0,09:50:00,149.0,143.0,131.0,1009,14:01:00,4.0,14:17:00,14:05:00,-12.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,George Bush Intercontinental Airport,Houston,TX,29.98047,-95.33972,39.69076729217042,24.887578940142777,26.8585255354201,2015-03-14
135436,2015,8,29,6,WN,Southwest Airlines Co.,4400,N791SW,LAX,ATL,12:50:00,12:48:00,-2.0,16.0,13:04:00,260.0,259.0,234.0,1947,19:58:00,9.0,20:10:00,20:07:00,-3.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,40.92041526046242,28.434892858487842,30.50851734223773,2015-08-29
4010913,2015,9,30,3,AA,American Airlines Inc.,115,N028AA,JAC,DFW,07:10:00,07:04:00,-6.0,25.0,07:29:00,172.0,164.0,127.0,1047,10:36:00,12.0,11:02:00,10:48:00,-14.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Jackson Hole Airport,Jackson,WY,43.60732,-110.73774,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,28.311022500712046,41.940643863179076,46.27967806841046,2015-09-30
4976736,2015,2,4,3,WN,Southwest Airlines Co.,1411,N749SW,CAK,MCO,06:40:00,06:35:00,-5.0,66.0,07:41:00,160.0,202.0,128.0,861,09:49:00,8.0,09:20:00,09:57:00,37.0,0,0,,37.0,0.0,0.0,0.0,0.0,True,Akron-Canton Regional Airport,Akron,OH,40.91631,-81.44247,Orlando International Airport,Orlando,FL,28.42889,-81.31603,27.229508196721312,31.307043949428056,36.06080674292595,2015-02-04
3266274,2015,5,1,5,WN,Southwest Airlines Co.,262,N365SW,TPA,CMH,15:10:00,15:15:00,5.0,11.0,15:26:00,135.0,127.0,112.0,829,17:18:00,4.0,17:25:00,17:22:00,-3.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Tampa International Airport,Tampa,FL,27.97547,-82.53325,Port Columbus International Airport,Columbus,OH,39.99799,-82.89188,34.538228022407914,34.06551286698079,35.62527183762233,2015-05-01
1294896,2015,4,7,2,DL,Delta Air Lines Inc.,2375,N361NW,SFO,SLC,13:10:00,13:53:00,43.0,20.0,14:13:00,102.0,101.0,77.0,599,16:30:00,4.0,15:52:00,16:34:00,42.0,0,0,,0.0,0.0,0.0,42.0,0.0,True,San Francisco International Airport,San Francisco,CA,37.619,-122.37484,Salt Lake City International Airport,Salt Lake City,UT,40.78839,-111.97777,37.954705151072915,32.84568142979208,33.873825121048135,2015-04-07
241755,2015,6,14,7,AA,American Airlines Inc.,1297,N635AA,LAX,MIA,10:45:00,10:47:00,2.0,31.0,11:18:00,316.0,321.0,274.0,2342,18:52:00,16.0,19:01:00,19:08:00,7.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,Los Angeles International Airport,Los Angeles,CA,33.94254,-118.40807,Miami International Airport,Miami,FL,25.79325,-80.29056,40.92041526046242,28.434892858487842,30.50851734223773,2015-06-14
281052,2015,8,10,1,AA,American Airlines Inc.,1444,N3FLAA,PHX,ORD,13:35:00,15:17:00,102.0,24.0,15:41:00,211.0,222.0,181.0,1440,20:42:00,17.0,19:06:00,20:59:00,113.0,0,0,,113.0,0.0,0.0,0.0,0.0,True,Phoenix Sky Harbor International Airport,Phoenix,AZ,33.43417,-112.00806,Chicago O'Hare International Airport,Chicago,IL,41.9796,-87.90446,39.69076729217042,24.887578940142777,26.8585255354201,2015-08-10
4328886,2015,5,9,6,DL,Delta Air Lines Inc.,2153,N3762Y,SEA,ANC,11:55:00,11:51:00,-4.0,14.0,12:05:00,212.0,186.0,168.0,1448,13:53:00,4.0,14:27:00,13:57:00,-30.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Seattle-Tacoma International Airport,Seattle,WA,47.44898,-122.30931,Ted Stevens Anchorage International Airport,Anchorage,AK,61.17432,-149.99619,39.265457758861665,20.77834424158916,24.431071305545988,2015-05-09
4252394,2015,3,11,3,B6,JetBlue Airways,232,N662JB,LGB,SLC,09:04:00,08:58:00,-6.0,14.0,09:12:00,104.0,103.0,86.0,588,11:38:00,3.0,11:48:00,11:41:00,-7.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Long Beach Airport (Daugherty Field),Long Beach,CA,33.81772,-118.15161,Salt Lake City International Airport,Salt Lake City,UT,40.78839,-111.97777,33.89540845391364,29.95764705882353,32.661848739495795,2015-03-11
4845612,2015,4,13,1,OO,Skywest Airlines Inc.,5234,N909SW,ICT,DEN,12:50:00,12:46:00,-4.0,9.0,12:55:00,92.0,86.0,69.0,420,13:04:00,8.0,13:22:00,13:12:00,-10.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Wichita Dwight D. Eisenhower National Airport (Wichita Mid-Continent Airport),Wichita,KS,37.64996,-97.43305,Denver International Airport,Denver,CO,39.85841,-104.667,35.05434782608695,35.33192389006342,40.162085976039464,2015-04-13
5303602,2015,9,14,1,OO,Skywest Airlines Inc.,7429,N953SW,PIH,SLC,12:25:00,12:20:00,-5.0,15.0,12:35:00,45.0,52.0,31.0,150,13:06:00,6.0,13:10:00,13:12:00,2.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,Pocatello Regional Airport,Pocatello,ID,42.91131,-112.59586,Salt Lake City International Airport,Salt Lake City,UT,40.78839,-111.97777,32.7217125382263,14.677570093457945,26.46728971962617,2015-09-14
954987,2015,4,24,5,WN,Southwest Airlines Co.,829,N629SW,LAS,SMF,18:30:00,18:31:00,1.0,11.0,18:42:00,85.0,85.0,71.0,397,19:53:00,3.0,19:55:00,19:56:00,1.0,0,0,,0.0,0.0,0.0,0.0,0.0,True,McCarran International Airport,Las Vegas,NV,36.08036,-115.15233,Sacramento International Airport,Sacramento,CA,38.69542,-121.59077,39.71812796119566,30.74919182562338,31.755184604041816,2015-04-24
2969973,2015,5,1,5,DL,Delta Air Lines Inc.,1267,N943DL,ATL,DTW,17:40:00,17:39:00,-1.0,8.0,17:47:00,126.0,107.0,89.0,594,19:16:00,10.0,19:46:00,19:26:00,-20.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,33.64044,-84.42694,Detroit Metropolitan Airport,Detroit,MI,42.21206,-83.34884,33.119976011717355,30.210617034612437,31.051239640643498,2015-05-01
5234136,2015,8,4,2,EV,Atlantic Southeast Airlines,2685,N901EV,GRK,DFW,18:26:00,18:38:00,12.0,9.0,18:47:00,54.0,85.0,35.0,134,19:22:00,41.0,19:20:00,20:03:00,43.0,0,0,,31.0,0.0,12.0,0.0,0.0,True,Killeen-Fort Hood Regional Airport,Killeen,TX,31.0649,-97.8278,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,32.89595,-97.0372,32.70518224646665,33.02880970432145,39.38589840788476,2015-08-04
2135914,2015,6,13,6,OO,Skywest Airlines Inc.,4828,N607SK,SIT,SEA,06:45:00,06:42:00,-3.0,10.0,06:52:00,140.0,129.0,114.0,861,09:46:00,5.0,10:05:00,09:51:00,-14.0,0,0,,0.0,0.0,0.0,0.0,0.0,False,Sitka Rocky Gutierrez Airport,Sitka,AK,57.04714,-135.3616,Seattle-Tacoma International Airport,Seattle,WA,47.44898,-122.30931,34.277198211624444,18.32391304347826,24.778260869565216,2015-06-13
